nama_destinasi,alamat,website,google_link,longitude,latitude,review_total,average_rating,letak_provinsi,kategori
Pantai Laguna,"Caringin, Labuan, Pandeglang Regency, Banten",http://www.survive-giezag.org/,"https://www.google.com/maps/place/Pantai+Laguna/@-6.3456045,105.8235369,15z/data=!3m1!4b1!4m6!3m5!1s0x2e423289467c7b99:0x86ab5a22d1fdac26!8m2!3d-6.3456046!4d105.8235369!16s%2Fg%2F11c3k55dtm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.824,-6.346,195,4.2,Banten,Wisata Alam
Pantai Karang Songsong,"4469+RMW, Jl. Kp. Cibobos, Karangkamulyan, Kec. Cihara, Kabupaten Lebak, Banten 42392",http://www.survive-giezag.org/,"https://www.google.com/maps/place/Pantai+Karang+Songsong/@-6.8878923,106.1191984,17z/data=!3m1!4b1!4m6!3m5!1s0x2e42f489a5345113:0xb1fa7095d492de14!8m2!3d-6.8878923!4d106.1191984!16s%2Fg%2F11b6_q_4hs?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.119,-6.888,445,4.6,Banten,Wisata Alam
Pantai Karang Meong,"Jl. Raya Anyer-Sirih No.11, Kamasan, Kec. Cinangka, Kabupaten Serang, Banten 42167",Tidak Tersedia,"https://www.google.com/maps/place/Pantai+Karang+Meong/@-6.1119854,105.8762661,17z/data=!3m1!4b1!4m6!3m5!1s0x2e4187627b230029:0xae0aa422a2a5dcd0!8m2!3d-6.1119854!4d105.8762661!16s%2Fg%2F11q2rt_bj0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.876,-6.112,82,4.2,Banten,Wisata Alam
Pantai Bayah,"Jl. Raya Sawarna Bayah, Sawarna, Kec. Bayah, Kabupaten Lebak, Banten 42393",Tidak Tersedia,"https://www.google.com/maps/place/Pantai+Bayah/@-6.9363588,106.243149,15z/data=!3m1!4b1!4m6!3m5!1s0x2e428e1c46cbf475:0x1dc18d94ab5e7c19!8m2!3d-6.936359!4d106.243149!16s%2Fg%2F11fxb3yqlq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.243,-6.936,103,4.4,Banten,Wisata Alam
Pantai Sirih Anyer Banten,"Kamasan, Cinangka, Serang Regency, Banten 42167",Tidak Tersedia,"https://www.google.com/maps/place/Pantai+Sirih+Anyer+Banten/@-6.112214,105.8765205,15z/data=!3m1!4b1!4m6!3m5!1s0x2e4186cd31a90243:0x9582a4afad8eb701!8m2!3d-6.1122141!4d105.8765205!16s%2Fg%2F11cm_gh_yg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.877,-6.112,435,4.1,Banten,Wisata Alam
"Anyer, Banten","VVQH+9H9, Pantai, pasir putih sirih, Kec. Anyar, Kabupaten Serang, Banten 42167",Tidak Tersedia,"https://www.google.com/maps/place/Anyer,+Banten/@-6.11158,105.87897,17z/data=!3m1!4b1!4m6!3m5!1s0x2e41871e8d8781a9:0xae8eeb3a31f3f6b9!8m2!3d-6.11158!4d105.87897!16s%2Fg%2F11tc5_5rfk?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.879,-6.112,515,4.5,Banten,Wisata Alam
Karangsari Beach,"Jalan Raya Carita KM. 10, Carita Labuan, Sukarame, Kec. Carita, Kabupaten Pandeglang, Banten 42264",Tidak Tersedia,"https://www.google.com/maps/place/Karangsari+Beach/@-6.2956195,105.8406838,17z/data=!3m1!4b1!4m6!3m5!1s0x2e422dae1f07d575:0x48e25dbfa13e2044!8m2!3d-6.2956195!4d105.8406838!16s%2Fg%2F11c1v99x1c?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.841,-6.296,2537,4.3,Banten,Wisata Alam
Pasir Putih,"Ciparahu, Cihara, Lebak Regency, Banten 42392",Tidak Tersedia,"https://www.google.com/maps/place/Pasir+Putih/@-6.8513359,106.074372,15z/data=!3m1!4b1!4m6!3m5!1s0x2e42f5d03b89c021:0x46223bc915cddb0f!8m2!3d-6.851336!4d106.074372!16s%2Fg%2F11f13x7sb5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.074,-6.851,141,4.4,Banten,Wisata Alam
Matahari Beach,"QR2H+57W, Sukanagara, Carita, Pandeglang Regency, Banten 42264",http://www.survive-giezag.org/,"https://www.google.com/maps/place/Matahari+Beach/@-6.2495105,105.8282099,17z/data=!3m1!4b1!4m6!3m5!1s0x2e422b7fbb96a789:0xa9ee3e6d9f08e900!8m2!3d-6.2495105!4d105.8282099!16s%2Fg%2F11bw7djy8l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.828,-6.250,629,4.2,Banten,Wisata Alam
Pantai Karang Meong Sirih,"Jl. Raya Karang Bolong, sirih, Kec. Cinangka, Kabupaten Serang, Banten 42167",Tidak Tersedia,"https://www.google.com/maps/place/Pantai+Karang+Meong+Sirih/@-6.1178543,105.873075,15z/data=!3m1!4b1!4m6!3m5!1s0x2e41812cf55fc477:0x4c0c45b4c8fd1f9a!8m2!3d-6.1178545!4d105.873075!16s%2Fg%2F11f54n0dyh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.873,-6.118,104,4.1,Banten,Wisata Alam
"Pasir putih sirih, karang meong","Jl. Raya Anyer-Sirih Jl. Raya Karang Bolong, Kamasan, Kec. Cinangka, Kabupaten Serang, Banten 42167",Tidak Tersedia,"https://www.google.com/maps/place/Pasir+putih+sirih,+karang+meong/@-6.1138866,105.8758932,17z/data=!3m1!4b1!4m6!3m5!1s0x2e4181f4f6738513:0x534ffe5fc2ecc971!8m2!3d-6.1138866!4d105.8758932!16s%2Fg%2F11rz41nblv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.876,-6.114,102,4.4,Banten,Wisata Alam
Pantai Karang Mandi,"QRRM+PC5, Jl. Raya Anyer-Sirih, Bulakan, Kec. Cinangka, Kabupaten Serang, Banten 42167",Tidak Tersedia,"https://www.google.com/maps/place/Pantai+Karang+Mandi/@-6.2082355,105.8336147,17z/data=!3m1!4b1!4m6!3m5!1s0x2e422b4ae78c3407:0xe8889ccc03c197da!8m2!3d-6.2082355!4d105.8336147!16s%2Fg%2F11rcwzmrfs?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.834,-6.208,15,4.9,Banten,Wisata Alam
Ujung Kulon National Park,"698G+42H, Ujungjaya, Banten",https://www.ujungkulon.net/,"https://www.google.com/maps/place/Ujung+Kulon+National+Park/@-6.7846944,105.3751088,17z/data=!3m1!4b1!4m6!3m5!1s0x2e42233395979ea1:0x8df3a34e43b4c872!8m2!3d-6.7846944!4d105.3751088!16zL20vMDJzajRy?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.375,-6.785,3962,4.4,Banten,Wisata Alam
Hutan Kayu Putih Keragilan,"V79G+QXQ, Tegalmaja, Kragilan, Serang Regency, Banten 42184",Tidak Tersedia,"https://www.google.com/maps/place/Hutan+Kayu+Putih+Keragilan/@-6.1305384,106.2774964,17z/data=!3m1!4b1!4m6!3m5!1s0x2e41f64046220265:0xe0bf82ef0ed21350!8m2!3d-6.1305384!4d106.2774964!16s%2Fg%2F11c6rt3fpk?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.277,-6.131,103,3.4,Banten,Wisata Alam
Koja Cliff Park,"M9PX+55H, Cireundeu, Cikuya, Kec. Solear, Kabupaten Tangerang, Banten 15730",Tidak Tersedia,"https://www.google.com/maps/place/Koja+Cliff+Park/@-6.3145534,106.3979829,17z/data=!3m1!4b1!4m6!3m5!1s0x2e420589afa52225:0x88a6de2bbef2bd2b!8m2!3d-6.3145534!4d106.3979829!16s%2Fg%2F11g9m33xkm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.398,-6.315,1690,4,Banten,Wisata Alam
Telaga Biru Cisoka,"PCCJ+Q6X, Jalan Cigaru, Cisoka, Tangerang Regency, Banten 15730",Tidak Tersedia,"https://www.google.com/maps/place/Telaga+Biru+Cisoka/@-6.2780008,106.4305969,17z/data=!3m1!4b1!4m6!3m5!1s0x2e4205d10e37390f:0xef38639adf05f086!8m2!3d-6.2780008!4d106.4305969!16s%2Fg%2F11c6cb813w?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.431,-6.278,6284,4,Banten,Wisata Alam
Wisata Alam Cikoromoy,"Jl. Batu Tulis, Lebak, Kec. Munjul, Kabupaten Pandeglang, Banten 42277",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Alam+Cikoromoy/@-6.3291505,106.0209283,17z/data=!3m1!4b1!4m6!3m5!1s0x2e424e0ae7ca18bb:0x85798b683d3e2baf!8m2!3d-6.3291505!4d106.0209283!16s%2Fg%2F11c6ccv30l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.021,-6.329,4236,4.2,Banten,Wisata Alam
Gunung Pinang,"W4V2+3F6, Pejaten, Kramatwatu, Serang Regency, Banten 42616",Tidak Tersedia,"https://www.google.com/maps/place/Gunung+Pinang/@-6.0573455,106.1011519,17z/data=!3m1!4b1!4m6!3m5!1s0x2e418c67bb0e0e9f:0x790b1cf200e89979!8m2!3d-6.0573455!4d106.1011519!16s%2Fg%2F11c2p_gs59?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.101,-6.057,1295,4.1,Banten,Wisata Alam
Negeri Di Atas Awan Citorek,"Citorek Kidul, Cibeber, Lebak Regency, Banten 42394",Tidak Tersedia,"https://www.google.com/maps/place/Negeri+Di+Atas+Awan+Citorek/@-6.7420294,106.3320079,17z/data=!3m1!4b1!4m6!3m5!1s0x2e4263a09d711fdf:0xe093ba9fbabb425d!8m2!3d-6.7420294!4d106.3320079!16s%2Fg%2F11hdy42nfb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.332,-6.742,2919,4.7,Banten,Wisata Alam
Tasikardi Lake,"W4WR+WVP, Jl. Banten Lama, Margasana, Kec. Kramatwatu, Kabupaten Serang, Banten 42616",Tidak Tersedia,"https://www.google.com/maps/place/Tasikardi+Lake/@-6.0526576,106.1421943,17z/data=!3m1!4b1!4m6!3m5!1s0x2e418c8d22ad4d63:0xe5977e414f52b412!8m2!3d-6.0526576!4d106.1421943!16s%2Fg%2F11cjh_w5nq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.142,-6.053,976,4,Banten,Wisata Alam
Cagar Alam Pulau Dua/ Burung,"X5MV+5JG, Sawah Luhur, Kasemen, Serang City, Banten 42191",Tidak Tersedia,"https://www.google.com/maps/place/Cagar+Alam+Pulau+Dua%2F+Burung/@-6.0170531,106.1940723,17z/data=!3m1!4b1!4m6!3m5!1s0x2e41f2f204c62857:0x65ae039c54004b81!8m2!3d-6.0170531!4d106.1940723!16s%2Fg%2F11c3ssdzn3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.194,-6.017,86,4.2,Banten,Wisata Alam
Taman Batu Gede Sayar,"V443+9JR, Sayar, Taktakan, Serang City, Banten 42162",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Batu+Gede+Sayar/@-6.1440021,106.1040064,17z/data=!3m1!4b1!4m6!3m5!1s0x2e418a647b89b7b1:0xe0101172d2968e85!8m2!3d-6.1440021!4d106.1040064!16s%2Fg%2F11g6j6kr87?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.104,-6.144,361,4.4,Banten,Wisata Alam
Wisata Air Panas Gunung Torong Hot Spring Park,"Jl. Wisata Cipanas, Sukamanah, Kec. Kaduhejo, Kabupaten Pandeglang, Banten 42253",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Air+Panas+Gunung+Torong+Hot+Spring+Park/@-6.3453781,106.0848484,17z/data=!3m1!4b1!4m6!3m5!1s0x2e4230737bceff19:0xa62e8b1e827f6a7a!8m2!3d-6.3453781!4d106.0848484!16s%2Fg%2F1wck05c1?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.085,-6.345,3828,4.2,Banten,Wisata Alam
Wisata Agro Bukit Waruwangi,"Bantarwaru, Cinangka, Serang Regency, Banten",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Agro+Bukit+Waruwangi/@-6.2290659,105.9091417,17z/data=!3m1!4b1!4m6!3m5!1s0x2e422912566fd29f:0x14442cfcc42438a7!8m2!3d-6.2290659!4d105.9091417!16s%2Fg%2F11f632hjzg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.909,-6.229,2849,4.4,Banten,Wisata Alam
Wisata Alam Kali Maung,"WW4J+W7R, Sindang Mandi, Anyar, Serang Regency, Banten 42166",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Alam+Kali+Maung/@-6.0926262,105.9306467,17z/data=!3m1!4b1!4m6!3m5!1s0x2e41872350cff5a5:0xd10421f194db865a!8m2!3d-6.0926262!4d105.9306467!16s%2Fg%2F11lsq1bm4l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.931,-6.093,93,4.4,Banten,Wisata Alam
Cibanten,"Q2JW+JJR, Tanjungsari, Pabuaran, Serang Regency, Banten 42163",Tidak Tersedia,"https://www.google.com/maps/place/Cibanten/@-6.2183915,106.0465139,17z/data=!3m1!4b1!4m6!3m5!1s0x2e4226c6d28d596b:0x98eaf948aa8785cc!8m2!3d-6.2183915!4d106.0465139!16s%2Fg%2F11cl_58xz5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.047,-6.218,1344,4.4,Banten,Wisata Alam
Curug Betung,"RWF6+6HR, Kubang Baros, Cinangka, Serang Regency, Banten 42167",Tidak Tersedia,"https://www.google.com/maps/place/Curug+Betung/@-6.1768936,105.9113976,17z/data=!3m1!4b1!4m6!3m5!1s0x2e4229c52ffd7e91:0x81e04036e902b5f9!8m2!3d-6.1768936!4d105.9113976!16s%2Fg%2F11c26rl2g4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.911,-6.177,22,3.7,Banten,Wisata Alam
Curug Putri Carita,"Jl. Desa, RT.14/RW.04, Sukarame, Kec. Carita, Kabupaten Pandeglang, Banten 42264",http://curugputrisukarame.blogspot.com/,"https://www.google.com/maps/place/Curug+Putri+Carita/@-6.2896655,105.8386357,17z/data=!3m1!4b1!4m6!3m5!1s0x2e422d17f9379289:0x3e05eef92c2bb2c4!8m2!3d-6.2896655!4d105.8386357!16s%2Fg%2F11p7475dww?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.839,-6.290,326,4.7,Banten,Wisata Alam
MOUNTAIN NATURE CIKUJANG KENCANA,"F26Q+G4V, Ciginggang, Gunungkencana, Lebak Regency, Banten 42354",Tidak Tersedia,"https://www.google.com/maps/place/MOUNTAIN+NATURE+CIKUJANG+KENCANA/@-6.5386445,106.0377853,17z/data=!3m1!4b1!4m6!3m5!1s0x2e4246e7b2668083:0x56f6e19fa56e8274!8m2!3d-6.5386445!4d106.0377853!16s%2Fg%2F11gcpw1g0_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.038,-6.539,175,4,Banten,Wisata Alam
Wisata alam anak tangga,"Kp. Kadu muringis, Umbul Tj., Kec. Cinangka, Kabupaten Serang, Banten 42167",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+alam+anak+tangga/@-6.2178406,105.8641928,17z/data=!3m1!4b1!4m6!3m5!1s0x2e422b6b0edeedc1:0x61c134fae2953548!8m2!3d-6.2178406!4d105.8641928!16s%2Fg%2F11q297010l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.864,-6.218,65,4.5,Banten,Wisata Alam
Istana Taman Cadas,"Batukuda, Mancak, Serang Regency, Banten 42165",Tidak Tersedia,"https://www.google.com/maps/place/Istana+Taman+Cadas/@-6.0448517,106.0203386,17z/data=!3m1!4b1!4m6!3m5!1s0x2e418f8ee7438b5f:0xf0d020728f05cb13!8m2!3d-6.0448517!4d106.0203386!16s%2Fg%2F11h24q2qlh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.020,-6.045,302,4,Banten,Wisata Alam
Wisata Bumi Tirtayasa,"RT.001/RW.001, Tirtayasa, Serang Regency, Banten 42193",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Bumi+Tirtayasa/@-6.0206034,106.3214198,17z/data=!3m1!4b1!4m6!3m5!1s0x2e41f1fe2ddc67db:0x34b6f1f061076fe6!8m2!3d-6.0206034!4d106.3214198!16s%2Fg%2F11khrvrkvz?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.321,-6.021,12,4.8,Banten,Wisata Alam
Pulau Cangkir,"XCCR+9H5, Jl. Kronjo Tangerang, Kronjo, Kec. Kronjo, Kabupaten Tangerang, Banten 15550",Tidak Tersedia,"https://www.google.com/maps/place/Pulau+Cangkir/@-6.0314381,106.4410407,17z/data=!3m1!4b1!4m6!3m5!1s0x2e41fc7f4e6e1c0d:0x7565c334d1bd62a5!8m2!3d-6.0314381!4d106.4410407!16s%2Fg%2F11ggvvsdkv?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.441,-6.031,1131,4.1,Banten,Wisata Alam
Curug Cigumawang,"QX82+J72, Bugel, Padarincang, Serang Regency, Banten 42168",Tidak Tersedia,"https://www.google.com/maps/place/Curug+Cigumawang/@-6.2334938,105.9506507,17z/data=!3m1!4b1!4m6!3m5!1s0x2e4228f29198324d:0x37770d35d4e64414!8m2!3d-6.2334938!4d105.9506507!16s%2Fg%2F11cr_sy26r?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.951,-6.233,513,4.3,Banten,Wisata Alam
Wisata Gunung Karang,"P3MH+W4R, Pasirpeuteuy, Cadasari, Pandeglang Regency, Banten 42251",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Gunung+Karang/@-6.2651323,106.0777707,17z/data=!3m1!4b1!4m6!3m5!1s0x2e4223821208298f:0xc79482ec2317283b!8m2!3d-6.2651323!4d106.0777707!16s%2Fg%2F11f76750mp?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.078,-6.265,161,4.5,Banten,Wisata Alam
Benteng Speelwijk - Banten Lama,"X592+G74, Kampung Pamarican, Banten, Kec. Kasemen, Kota Serang, Banten 42191",Tidak Tersedia,"https://www.google.com/maps/place/Benteng+Speelwijk+-+Banten+Lama/@-6.0312364,106.1506923,17z/data=!3m1!4b1!4m6!3m5!1s0x2e41f2d7aaaaaaab:0x5a81cda382ccf67f!8m2!3d-6.0312364!4d106.1506923!16s%2Fg%2F1pzrfjkph?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.151,-6.031,2132,4.6,Banten,Seni dan Budaya
The Crater of Mount Karang,"Saninten, Kaduhejo, Pandeglang Regency, Banten 42215",Tidak Tersedia,"https://www.google.com/maps/place/The+Crater+of+Mount+Karang/@-6.2802481,106.0538891,17z/data=!3m1!4b1!4m6!3m5!1s0x2e42247ce02e7025:0x363368ad5c109b3a!8m2!3d-6.2802481!4d106.0538891!16s%2Fg%2F11dxf0qsq9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.054,-6.280,78,4.5,Banten,Wisata Alam
Bukit Curahem Shorea Forest,"F329+74W, Jl. Raya Gn. Kencana, Sukanegara, Kec. Gunungkencana, Kabupaten Lebak, Banten 42354",https://pemerintahdesasukanegara.blogspot.com/,"https://www.google.com/maps/place/Bukit+Curahem+Shorea+Forest/@-6.5484165,106.0671065,17z/data=!3m1!4b1!4m6!3m5!1s0x2e4241622a3e5151:0x49a05ba106d9b91e!8m2!3d-6.5484165!4d106.0671065!16s%2Fg%2F11h9535c4q?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.067,-6.548,141,4.3,Banten,Wisata Alam
Taman Rekreasi Wulandira Serang,"Kp. Pelabuhan Bulan, Wanayasa, Kec. Kramatwatu, Kabupaten Serang, Banten 42161",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Rekreasi+Wulandira+Serang/@-6.0466338,106.1019579,17z/data=!3m1!4b1!4m6!3m5!1s0x2e418c5a8894c17d:0xc1927ece71bffda5!8m2!3d-6.0466338!4d106.1019579!16s%2Fg%2F11btvgc4b0?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.102,-6.047,559,3.9,Banten,Wisata Alam
Wisata Alam Ranggawulung,"Pasir Nangka, Kampung Cokel, Kec. Curugbitung, Kabupaten Lebak, Banten 42381",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+Alam+Ranggawulung/@-6.4322576,106.3928902,17z/data=!3m1!4b1!4m6!3m5!1s0x2e420db25ae20f49:0xa732d953151d2a5e!8m2!3d-6.4322576!4d106.3928902!16s%2Fg%2F11tbtw8z9h?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.393,-6.432,28,4.7,Banten,Wisata Alam
Taman Wisata MBS,"Jl. Kemanisan, Kemanisan, Curug, Serang City, Banten 42171",https://www.instagram.com/mahonibangunsentosa/,"https://www.google.com/maps/place/Taman+Wisata+MBS/@-6.1927155,106.1529054,17z/data=!3m1!4b1!4m6!3m5!1s0x2e4221d88fa4e4ad:0x4c7f4c6119d26087!8m2!3d-6.1927155!4d106.1529054!16s%2Fg%2F11l3s75gwb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.153,-6.193,3532,4.6,Banten,Wisata Alam
Koja Cliff Goa Gozila Bukit Koja,"Jl.Raya Cisoka,Cisalak,Kp.Koja Rt.19/03, Cikuya, Kec. Solear, Kabupaten Tangerang, Banten 15730",Tidak Tersedia,"https://www.google.com/maps/place/Koja+Cliff+Goa+Gozila+Bukit+Koja/@-6.3140635,106.3993444,17z/data=!3m1!4b1!4m6!3m5!1s0x2e420f7e0b64bf4b:0x611d05464e1279b9!8m2!3d-6.3140635!4d106.3993444!16s%2Fg%2F11gf4559v8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.399,-6.314,2546,4.1,Banten,Wisata Alam
Forest Park (Tahura),"PR5V+37G, Sukarame, Carita, Pandeglang Regency, Banten 42264",Tidak Tersedia,"https://www.google.com/maps/place/Forest+Park+(Tahura)/@-6.2923097,105.8431921,17z/data=!3m1!4b1!4m6!3m5!1s0x2e422db2512dd547:0xbb7f2991871ca400!8m2!3d-6.2923097!4d105.8431921!16s%2Fg%2F11g5_bd91g?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.843,-6.292,284,4.3,Banten,Wisata Alam
Wisata anyer,"RVP3+WFF, Karang Suraga, Anyar, Serang Regency, Banten",Tidak Tersedia,"https://www.google.com/maps/place/Wisata+anyer/@-6.1626893,105.8536737,17z/data=!3m1!4b1!4m6!3m5!1s0x2e418117115f8e6f:0x8b10973cbb87d736!8m2!3d-6.1626893!4d105.8536737!16s%2Fg%2F11shfcmc2n?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.854,-6.163,9,4.2,Banten,Wisata Alam
Taman Alam Lestari,"Taman Alam Lestari Blok C5 No.8, Drangong, Kec. Serang, Kota Serang, Banten 42162",Tidak Tersedia,"https://www.google.com/maps/place/Taman+Alam+Lestari/@-6.1001786,106.1272521,17z/data=!3m1!4b1!4m6!3m5!1s0x2e418b13779565f7:0xcfb2258a3c21d846!8m2!3d-6.1001786!4d106.1272521!16s%2Fg%2F11bv1pgq86?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.127,-6.100,179,4.2,Banten,Wisata Alam
Mata Air Citaman Jiput Pandeglang,"MW59+WMF, Jl. Raya Jiput, Sukasari, Kec. Pulosari, Kabupaten Pandeglang, Banten 42263",Tidak Tersedia,"https://www.google.com/maps/place/Mata+Air+Citaman+Jiput+Pandeglang/@-6.3401919,105.9191606,17z/data=!3m1!4b1!4m6!3m5!1s0x2e4231cdbafde531:0x2c6f3ea3bd3dc265!8m2!3d-6.3401919!4d105.9191606!16s%2Fg%2F11clzkdh5z?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",105.919,-6.340,1363,4.4,Banten,Wisata Alam
Baths Cipanas Travel Alam Sari Cisolong,"Sukamanah, Kaduhejo, Pandeglang Regency, Banten 42252",Tidak Tersedia,"https://www.google.com/maps/place/Baths+Cipanas+Travel+Alam+Sari+Cisolong/@-6.3443481,106.0837201,17z/data=!3m1!4b1!4m6!3m5!1s0x2e423c978a5d0599:0x3f68db9c3d79d687!8m2!3d-6.3443481!4d106.0837201!16s%2Fg%2F11d_8q66y2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.084,-6.344,1423,4.4,Banten,Wisata Alam
Istana Surosowan - Banten Lama,"X564+P79, Banten, Kasemen, Serang City, Banten 42191",Tidak Tersedia,"https://www.google.com/maps/place/Istana+Surosowan+-+Banten+Lama/@-6.0382005,106.1557351,17z/data=!3m1!4b1!4m6!3m5!1s0x2e418cd48e5b96f1:0x1f95f58a295f6b82!8m2!3d-6.0382005!4d106.1557351!16s%2Fg%2F11b7j4__2c?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",106.156,-6.038,1912,4.5,Banten,Seni dan Budaya
